ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=('%ISO M!-IEU')-('%PRN N!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN N!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%PRN Q!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN Q!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%PRN U!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN U!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%PRN V!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN V!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%PRN X!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN X!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%PRN Z!-IEU'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%PRN Z!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('%XRB F!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB F!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%ISO M!-IEU')-('%XRB G!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB G!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%ISO M!-IEU')-('%XRB H!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB H!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%ISO M!-IEU')-('%XRB J!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB J!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%ISO M!-IEU')-('%XRB K!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB K!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%ISO M!-IEU')-('%XRB M!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB M!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%ISO M!-IEU')-('%XRB N!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB N!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%ISO M!-IEU')-('%XRB Q!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB Q!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%ISO M!-IEU')-('%XRB U!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB U!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%ISO M!-IEU')-('%XRB V!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB V!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%ISO M!-IEU')-('%XRB X!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB X!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%ISO M!-IEU')-('%XRB Z!'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,%XRB Z!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%ISO M!-IEU')-('=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%HO F!,%HO G!,%HO H!",spread
=('%ISO M!-IEU')-('=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%HO J!,%HO K!,%HO M!",spread
=('%ISO M!-IEU')-('=(('%HO N!') + ('%HO Q!') + ('%HO U!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%HO N!') + ('%HO Q!') + ('%HO U!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%HO N!,%HO Q!,%HO U!",spread
=('%ISO M!-IEU')-('=(('%HO V!') + ('%HO X!') + ('%HO Z!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%HO V!') + ('%HO X!') + ('%HO Z!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%HO V!,%HO X!,%HO Z!",spread
=('%ISO M!-IEU')-('=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%IBC F!-IEU') + ('%IBC G!-IEU') + ('%IBC H!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%IBC F!-IEU,%IBC G!-IEU,%IBC H!-IEU",spread
=('%ISO M!-IEU')-('=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%IBC J!-IEU') + ('%IBC K!-IEU') + ('%IBC M!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%IBC J!-IEU,%IBC K!-IEU,%IBC M!-IEU",spread
=('%ISO M!-IEU')-('=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%IBC N!-IEU') + ('%IBC Q!-IEU') + ('%IBC U!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%IBC N!-IEU,%IBC Q!-IEU,%IBC U!-IEU",spread
=('%ISO M!-IEU')-('=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%IBC V!-IEU') + ('%IBC X!-IEU') + ('%IBC Z!-IEU'))/3,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%IBC V!-IEU,%IBC X!-IEU,%IBC Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%ISO F!-IEU') + ('%ISO G!-IEU') + ('%ISO H!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%ISO F!-IEU,%ISO G!-IEU,%ISO H!-IEU",spread
=('%ISO M!-IEU')-('=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%ISO J!-IEU') + ('%ISO K!-IEU') + ('%ISO M!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%ISO J!-IEU,%ISO K!-IEU,%ISO M!-IEU",spread
=('%ISO M!-IEU')-('=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%ISO N!-IEU') + ('%ISO Q!-IEU') + ('%ISO U!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%ISO N!-IEU,%ISO Q!-IEU,%ISO U!-IEU",spread
=('%ISO M!-IEU')-('=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%ISO V!-IEU') + ('%ISO X!-IEU') + ('%ISO Z!-IEU'))/3,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%ISO V!-IEU,%ISO X!-IEU,%ISO Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NBI F!-IEU') + ('%NBI G!-IEU') + ('%NBI H!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NBI F!-IEU,%NBI G!-IEU,%NBI H!-IEU",spread
=('%ISO M!-IEU')-('=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NBI J!-IEU') + ('%NBI K!-IEU') + ('%NBI M!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NBI J!-IEU,%NBI K!-IEU,%NBI M!-IEU",spread
=('%ISO M!-IEU')-('=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NBI N!-IEU') + ('%NBI Q!-IEU') + ('%NBI U!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NBI N!-IEU,%NBI Q!-IEU,%NBI U!-IEU",spread
=('%ISO M!-IEU')-('=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NBI V!-IEU') + ('%NBI X!-IEU') + ('%NBI Z!-IEU'))/3,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NBI V!-IEU,%NBI X!-IEU,%NBI Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NGE F!-IEU') + ('%NGE G!-IEU') + ('%NGE H!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%NGE F!-IEU,%NGE G!-IEU,%NGE H!-IEU",spread
=('%ISO M!-IEU')-('=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NGE J!-IEU') + ('%NGE K!-IEU') + ('%NGE M!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%NGE J!-IEU,%NGE K!-IEU,%NGE M!-IEU",spread
=('%ISO M!-IEU')-('=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NGE N!-IEU') + ('%NGE Q!-IEU') + ('%NGE U!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%NGE N!-IEU,%NGE Q!-IEU,%NGE U!-IEU",spread
=('%ISO M!-IEU')-('=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%NGE V!-IEU') + ('%NGE X!-IEU') + ('%NGE Z!-IEU'))/3,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%NGE V!-IEU,%NGE X!-IEU,%NGE Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRC F!-IEU') + ('%PRC G!-IEU') + ('%PRC H!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRC F!-IEU,%PRC G!-IEU,%PRC H!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRC J!-IEU') + ('%PRC K!-IEU') + ('%PRC M!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRC J!-IEU,%PRC K!-IEU,%PRC M!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRC N!-IEU') + ('%PRC Q!-IEU') + ('%PRC U!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRC N!-IEU,%PRC Q!-IEU,%PRC U!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRC V!-IEU') + ('%PRC X!-IEU') + ('%PRC Z!-IEU'))/3,PRC,PROPANE,CONWAY,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRC V!-IEU,%PRC X!-IEU,%PRC Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRL F!-IEU') + ('%PRL G!-IEU') + ('%PRL H!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRL F!-IEU,%PRL G!-IEU,%PRL H!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRL J!-IEU') + ('%PRL K!-IEU') + ('%PRL M!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRL J!-IEU,%PRL K!-IEU,%PRL M!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRL N!-IEU') + ('%PRL Q!-IEU') + ('%PRL U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRL N!-IEU') + ('%PRL Q!-IEU') + ('%PRL U!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRL N!-IEU,%PRL Q!-IEU,%PRL U!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRL V!-IEU') + ('%PRL X!-IEU') + ('%PRL Z!-IEU'))/3,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRL V!-IEU,%PRL X!-IEU,%PRL Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRN F!-IEU') + ('%PRN G!-IEU') + ('%PRN H!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%PRN F!-IEU,%PRN G!-IEU,%PRN H!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRN J!-IEU') + ('%PRN K!-IEU') + ('%PRN M!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%PRN J!-IEU,%PRN K!-IEU,%PRN M!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRN N!-IEU') + ('%PRN Q!-IEU') + ('%PRN U!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%PRN N!-IEU,%PRN Q!-IEU,%PRN U!-IEU",spread
=('%ISO M!-IEU')-('=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%PRN V!-IEU') + ('%PRN X!-IEU') + ('%PRN Z!-IEU'))/3,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%PRN V!-IEU,%PRN X!-IEU,%PRN Z!-IEU",spread
=('%ISO M!-IEU')-('=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%XRB F!') + ('%XRB G!') + ('%XRB H!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%XRB F!,%XRB G!,%XRB H!",spread
=('%ISO M!-IEU')-('=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%XRB J!') + ('%XRB K!') + ('%XRB M!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%XRB J!,%XRB K!,%XRB M!",spread
=('%ISO M!-IEU')-('=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%XRB N!') + ('%XRB Q!') + ('%XRB U!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,3Q,"N,Q,U","JUL,AUG,SEP","%XRB N!,%XRB Q!,%XRB U!",spread
=('%ISO M!-IEU')-('=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3'),ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=(('%XRB V!') + ('%XRB X!') + ('%XRB Z!'))/3,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,Y,4Q,"V,X,Z","OCT,NOV,DEC","%XRB V!,%XRB X!,%XRB Z!",spread
=('%ISO M!-IEU')-('=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%AFE F!-IEU') + ('%AFE G!-IEU') + ('%AFE H!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,1Q,"F,G,H","JAN,FEB,MAR","%AFE F!-IEU,%AFE G!-IEU,%AFE H!-IEU",spread
=('%ISO M!-IEU')-('=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%AFE J!-IEU') + ('%AFE K!-IEU') + ('%AFE M!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,2Q,"J,K,M","APR,MAY,JUN","%AFE J!-IEU,%AFE K!-IEU,%AFE M!-IEU",spread
=('%ISO M!-IEU')-('=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%AFE N!-IEU') + ('%AFE Q!-IEU') + ('%AFE U!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,3Q,"N,Q,U","JUL,AUG,SEP","%AFE N!-IEU,%AFE Q!-IEU,%AFE U!-IEU",spread
=('%ISO M!-IEU')-('=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521')/521,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%AFE V!-IEU') + ('%AFE X!-IEU') + ('%AFE Z!-IEU'))/3)/521,AFE,PROPANE,FAR EAST,C3,$/mt,/521,Y,4Q,"V,X,Z","OCT,NOV,DEC","%AFE V!-IEU,%AFE X!-IEU,%AFE Z!-IEU",spread
=('%ISO M!-IEU')-('=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%CL F!') + ('%CL G!') + ('%CL H!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,1Q,"F,G,H","JAN,FEB,MAR","%CL F!,%CL G!,%CL H!",spread
=('%ISO M!-IEU')-('=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42')/42,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,%ISO M!-IEU,=((('%CL J!') + ('%CL K!') + ('%CL M!'))/3)/42,CL,CRUDE OIL,CUSHING,CL,$/bbl,/42,Y,2Q,"J,K,M","APR,MAY,JUN","%CL J!,%CL K!,%CL M!",spread
